Fid,SourcedFrom,FileTimeUtc,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,Payload,SourceIpCountryCode,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,SourceIpMetroCode,SourceIpAreaCode,HttpRequest,Label
172.217.3.110-10.42.0.151-443-38502-6,SinkHoleMessage,1.31E+17,183.171.169.251,56066,AS10030,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.7.195-10.42.0.211-80-56323-6,SinkHoleMessage,1.31E+17,113.210.139.245,29647,AS9534,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.227-10.42.0.211-443-42567-6,SinkHoleMessage,1.31E+17,118.100.249.120,59701,AS4788,204.95.99.31,288,Unknown,MY,7,Taiping,4.85,100.7333,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-49937-53-17,SinkHoleMessage,1.31E+17,115.133.29.59,27080,AS4788,204.95.99.31,288,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-23.66.250.12-56761-443-6,SinkHoleMessage,1.31E+17,115.133.117.49,60769,AS4788,204.95.99.86,2164,Unknown,MY,1,Batu Pahat,1.8548,102.9325,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.1.163-10.42.0.42-443-60768-6,SinkHoleMessage,1.31E+17,175.136.207.44,58211,AS4788,204.95.99.109,1890,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,241,WORMS
10.42.0.42-47.89.68.225-59834-443-6,SinkHoleMessage,1.31E+17,42.152.121.93,57877,AS38322,204.95.99.26,7040,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-64.71.142.120-55831-443-6,SinkHoleMessage,1.31E+17,175.142.74.141,57124,AS4788,204.95.99.109,1177,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,"lv|'|'|VG9yZW50X0JFODkwMTJF|'|'|THE_RAIN|'|'|iba|'|'|2013-11-21|'|'||'|'|Win 7 Ultimate SP1 x64|'|'|Yes|'|'|0.6.4|'|'|..|'|'|R2FsYXh5IE5vdGUgMyBBbmRyb2lkIERldmVsb3BtZW50IC0gWERBIEZvcnVtcyAtIE1vemlsbGEgRmlyZWZveA==|'|'|5702673368512820f82155c9e1d5e18a,5546459fd68bf16831797d2aa2e7d569,f8c065f4e758233f0d12dc9b8cf7a2ce,2b3328e57676df442688f81f9824276a,[endof]",DDOS
216.58.219.238-10.42.0.151-443-34325-6,SinkHoleMessage,1.31E+17,210.186.143.188,53122,AS4788,204.95.99.26,99,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.6.206-10.42.0.211-443-44692-6,SinkHoleMessage,1.31E+17,118.101.55.245,51051,AS4788,204.95.99.109,7777,Unknown,MY,,,2.5,112.5,0,0,POST /ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-31.13.71.52-34903-443-6,SinkHoleMessage,1.31E+17,175.137.129.101,62594,AS4788,204.95.99.109,333,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.99-10.42.0.211-80-35561-6,SinkHoleMessage,1.31E+17,118.101.92.185,59295,AS4788,204.95.99.109,95,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,lv||UsbV_10D55593||LENOVO-PC/user||MY||WIN_8 X64||5||Windows Defender||,RECONNAISSANCE
10.42.0.211-47.89.67.240-49221-443-6,SinkHoleMessage,1.31E+17,219.92.108.132,3629,AS4788,204.95.99.109,88,Unknown,MY,2,Alor Setar,6.121,100.3601,0,0,POST /is-ready HTTP/1.0,WORMS
10.42.0.211-10.42.0.1-48172-53-17,SinkHoleMessage,1.31E+17,120.139.116.243,53101,AS38322,204.95.99.109,88,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-64.71.142.124-34962-80-6,SinkHoleMessage,1.31E+17,218.111.9.87,10250,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.174-10.42.0.151-443-40410-6,SinkHoleMessage,1.31E+17,175.139.64.254,50169,AS4788,204.95.99.130,5552,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,212,RECONNAISSANCE
10.42.0.42-104.97.95.172-47410-80-6,SinkHoleMessage,1.31E+17,175.143.62.211,56419,AS4788,204.95.99.26,888,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-59.38.112.48-45857-443-6,SinkHoleMessage,1.31E+17,113.210.137.25,61553,AS9534,204.95.99.100,1194,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,"lv|'|'|SGFjS2VkXzMyREQwODlF|'|'|USER-PC|'|'|User|'|'|2013-07-19|'|'|USA|'|'|Win 7 Starter SP1 x86|'|'|No|'|'|0.5.0E|'|'|..|'|'|Tm9hLCB2aWNreSBlbWJhcmF6YWRhLCBqb3JkaSwgYmVhdXRpZnVsbCBncm91cCBmdWNrIC0gU0VYVFZYLkNPTSAtIE1vemlsbGEgRmlyZWZveA==|'|'|682dfec8c66a0de6f1475ca73c462a69,3652f46ef1d77386dc985c42db2a43f8,a4a32fe0594d239b57a01bf6b404e44f,5702673368512820f82155c9e1d5e18a,92d8bf00eaa3b90ed567a539de47a5a5,f8c065f4e758233f0d12dc",WORMS
10.42.0.211-104.88.106.21-44744-80-6,SinkHoleMessage,1.31E+17,175.143.112.61,55880,AS4788,204.95.99.31,1920,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-48706-53-17,SinkHoleMessage,1.31E+17,123.136.106.139,8917,AS38466,204.95.99.31,1920,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-36.110.213.49-42549-80-6,SinkHoleMessage,1.31E+17,175.140.216.89,52287,AS4788,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-104.254.66.16-34734-80-6,SinkHoleMessage,1.31E+17,115.132.194.64,50723,AS4788,204.95.99.109,88,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
180.149.153.234-10.42.0.211-80-60043-6,SinkHoleMessage,1.31E+17,60.50.75.3,29453,AS4788,204.95.99.86,2164,Unknown,MY,6,Mentakab,3.4854,102.3484,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-103.235.46.39-50841-80-6,SinkHoleMessage,1.31E+17,175.138.147.197,57383,AS4788,204.95.99.109,333,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.10.138-10.42.0.211-443-47929-6,SinkHoleMessage,1.31E+17,175.144.0.1,65198,AS4788,204.95.99.86,83,Unknown,MY,1,Tebrau,1.532,103.7549,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-23.194.142.178-59708-443-6,SinkHoleMessage,1.31E+17,60.51.77.165,52568,AS4788,204.95.99.109,95,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,lv||UsbV_2EBA8D8F||A550C/User||MY||WIN_8 X64||5||360 Total Security||Program Manager,WORMS
131.253.61.64-10.42.0.151-443-34631-6,SinkHoleMessage,1.31E+17,203.106.137.238,52408,AS4788,204.95.99.109,1998,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-52.84.29.55-46480-443-6,SinkHoleMessage,1.31E+17,113.210.2.248,10572,AS9534,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
216.58.219.238-10.42.0.151-443-44201-6,SinkHoleMessage,1.31E+17,115.133.68.230,26368,AS4788,204.95.99.86,83,Unknown,MY,2,Lunas,5.4306,100.5301,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.234-10.42.0.211-443-55108-6,SinkHoleMessage,1.31E+17,175.142.60.243,17711,AS4788,204.95.99.31,1920,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.11.35-10.42.0.42-443-35110-6,SinkHoleMessage,1.31E+17,118.101.169.169,49867,AS4788,204.95.99.31,288,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-11468-53-17,SinkHoleMessage,1.31E+17,175.141.119.76,9315,AS4788,204.95.99.167,1431,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,GIVEME|kZerZ|111|46|,WORMS
172.217.12.193-10.42.0.211-443-58179-6,SinkHoleMessage,1.31E+17,203.106.149.201,3575,AS4788,204.95.99.109,2233,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-56431-53-17,SinkHoleMessage,1.31E+17,123.136.107.125,13162,AS38466,204.95.99.109,1604,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,"lv|'|'|REgwMDdfQjg2QzA1NkE=|'|'|DANIAL-PC|'|'|danial|'|'|2013-12-14|'|'||'|'|Win 7 Home Premium SP1 x86|'|'|No|'|'|0.6.4|'|'|..|'|'|V2F0Y2ggRXBpc29kZSA4IE9ubGluZSAtIEdvb2dsZSBDaHJvbWU=|'|'|2b3328e57676df442688f81f9824276a,5546459fd68bf16831797d2aa2e7d569,f8c065f4e758233f0d12dc9b8cf7a2ce,[endof]",WORMS
10.42.0.211-104.193.88.109-57241-80-6,SinkHoleMessage,1.31E+17,183.171.172.172,60479,AS10030,204.95.99.109,77,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,lv|'|'|R01fNzQyNzI2MzM=|'|'|LENOVO-PC|'|'|Lenovo|'|'|2013-08-08|'|'|USA|'|'|Win 7 Ultimate SP1 x86|'|'|Yes|'|'|0.5.0E|'|'|..|'|'||'|'|[endof],WORMS
10.42.0.211-112.80.248.187-45707-80-6,SinkHoleMessage,1.31E+17,1.9.99.167,4433,AS4788,204.95.99.109,88,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.142-10.42.0.151-443-44148-6,SinkHoleMessage,1.31E+17,113.210.0.92,25623,AS9534,204.95.99.109,7777,Unknown,MY,,,2.5,112.5,0,0,POST /ready HTTP/1.1,WORMS
192.229.173.173-10.42.0.42-80-51419-6,SinkHoleMessage,1.31E+17,118.101.202.103,59778,AS4788,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-61277-53-17,SinkHoleMessage,1.31E+17,60.52.125.44,52485,AS4788,204.95.99.109,88,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-23.206.163.180-36777-443-6,SinkHoleMessage,1.31E+17,180.72.147.96,61863,AS38322,204.95.99.86,84,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-54.239.17.112-46874-443-6,SinkHoleMessage,1.31E+17,115.135.248.3,10504,AS4788,204.95.99.109,3031,Unknown,MY,7,Gerik,5.4167,101.1333,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.9.225-10.42.0.211-443-59848-6,SinkHoleMessage,1.31E+17,175.137.199.197,59021,AS4788,204.95.99.31,288,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-61534-53-17,SinkHoleMessage,1.31E+17,203.106.154.88,2130,AS4788,204.95.99.109,88,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-119.146.74.33-59409-443-6,SinkHoleMessage,1.31E+17,175.142.43.140,64030,AS4788,204.95.99.109,1998,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-36.110.210.167-60382-80-6,SinkHoleMessage,1.31E+17,103.245.88.253,28467,AS38044,204.95.99.109,7777,Unknown,MY,5,Pantai,2.7867,101.9953,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.151-52.84.134.181-58240-443-6,SinkHoleMessage,1.31E+17,210.186.54.226,8434,AS4788,204.95.99.86,83,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-104.192.110.245-34754-80-6,SinkHoleMessage,1.31E+17,210.186.109.112,64003,AS4788,204.95.99.109,88,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-36.110.213.174-35690-443-6,SinkHoleMessage,1.31E+17,118.100.108.87,3301,AS4788,204.95.99.109,1888,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-104.192.110.245-33805-80-6,SinkHoleMessage,1.31E+17,175.137.64.171,47104,AS4788,204.95.99.109,102,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
180.149.136.194-10.42.0.211-443-42193-6,SinkHoleMessage,1.31E+17,219.92.67.145,42914,AS4788,204.95.99.109,88,Unknown,MY,12,Cheras,3.05,101.7667,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-72.30.3.43-58139-443-6,SinkHoleMessage,1.31E+17,60.50.181.230,10448,AS4788,204.95.99.32,1111,Unknown,MY,11,Kuching,1.55,110.3333,0,0,@B}ihAW3/1}Hemd}Dshb!Bi`ofADSHB}Vhoenvr!6!y75},WORMS
151.101.1.140-10.42.0.211-443-38154-6,SinkHoleMessage,1.31E+17,175.141.47.113,58201,AS4788,204.95.99.31,1920,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
216.58.219.202-10.42.0.42-443-46097-6,SinkHoleMessage,1.31E+17,101.109.247.70,19501,AS23969,204.95.99.109,1177,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,lv|'|'|VGVzdF83NjQyQkM2OA==|'|'|WIN-JOHYREJ9PW8|'|'|Administrator|'|'|2557-07-10|'|'||'|'|Win Server 2008 Enterprise SP2 x64|'|'|No|'|'|0.6.4|'|'|..|'|'|IA==|'|'|[endof],WORMS
172.217.10.10-10.42.0.211-443-60668-6,SinkHoleMessage,1.31E+17,210.186.53.239,4029,AS4788,204.95.99.31,288,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
198.11.188.75-10.42.0.211-443-38703-6,SinkHoleMessage,1.31E+17,113.210.139.191,16652,AS9534,204.95.99.109,1998,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.106-10.42.0.151-443-53947-6,SinkHoleMessage,1.31E+17,14.1.210.76,50375,AS45960,204.95.99.109,1177,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,lv|'|'|SGFjS2VkXzdBQzkzMEQy|'|'|WINDOW7-PC|'|'|window 7|'|'|2014-02-09|'|'|USA|'|'|Win 7 Ultimate SP1 x86|'|'|Yes|'|'|0.5.0E|'|'|..|'|'|4p2kIEFraWYgSW10aXlheiA6IFRpcHMvVHV0b3JpYWwgLSBNb3ppbGxhIEZpcmVmb3g=|'|'|[endof],WORMS
172.217.12.174-10.42.0.151-443-33407-6,SinkHoleMessage,1.31E+17,180.74.166.162,59769,AS38322,204.95.99.109,8500,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,A,WORMS
10.42.0.211-54.192.37.234-43044-80-6,SinkHoleMessage,1.31E+17,123.136.106.181,3537,AS38466,204.95.99.31,2010,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-18305-53-17,SinkHoleMessage,1.31E+17,118.100.139.21,53816,AS4788,204.95.99.142,86,Unknown,MY,4,Ayer Keroh,2.2654,102.2801,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-38.69.238.91-47708-443-6,SinkHoleMessage,1.31E+17,113.210.161.191,46352,AS9534,204.95.99.31,105,Unknown,MY,12,Bandar,2.8667,101.4333,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.131-10.42.0.211-443-44465-6,SinkHoleMessage,1.31E+17,1.9.102.66,4325,AS4788,204.95.99.31,288,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-64090-53-17,SinkHoleMessage,1.31E+17,175.145.172.231,50572,AS4788,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-104.244.43.131-57545-443-6,SinkHoleMessage,1.31E+17,218.111.67.69,50303,AS4788,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,WORMS
221.228.208.94-10.42.0.211-80-44937-6,SinkHoleMessage,1.31E+17,115.134.75.173,52366,AS4788,204.95.99.31,105,Unknown,MY,5,Seremban,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-66.231.239.124-56941-443-6,SinkHoleMessage,1.31E+17,118.100.232.144,41203,AS4788,204.95.99.26,99,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
205.185.216.42-10.42.0.211-80-52067-6,SinkHoleMessage,1.31E+17,170.38.99.34,48163,AS2042,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.234-10.42.0.211-443-53614-6,SinkHoleMessage,1.31E+17,202.122.148.82,62865,AS9534,204.95.99.109,81,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
136.142.1.3-0.117.2.1-0-0-0,SinkHoleMessage,1.31E+17,175.143.255.200,50144,AS4788,204.95.99.109,88,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-104.193.88.109-35017-80-6,SinkHoleMessage,1.31E+17,180.74.68.246,62275,AS38322,204.95.99.86,1111,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
151.101.1.140-10.42.0.211-443-48056-6,SinkHoleMessage,1.31E+17,115.135.234.163,62286,AS4788,204.95.99.109,1890,Unknown,MY,2,Alor Setar,6.121,100.3601,0,0,151,WORMS
10.42.0.211-104.193.88.109-33810-80-6,SinkHoleMessage,1.31E+17,113.210.129.106,19437,AS9534,204.95.99.86,1176,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-47.89.67.224-36218-443-6,SinkHoleMessage,1.31E+17,123.136.106.185,10844,AS38466,204.95.99.109,88,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,WORMS
203.205.158.63-10.42.0.211-80-41574-6,SinkHoleMessage,1.31E+17,113.23.139.129,49338,AS38182,204.95.99.31,288,Unknown,MY,7,Kampar,4.3,101.15,0,0,POST /is-ready HTTP/1.1,WORMS
203.90.242.126-10.42.0.211-443-47769-6,SinkHoleMessage,1.31E+17,118.101.207.215,8911,AS4788,204.95.99.86,2164,Unknown,MY,1,Skudai,1.5333,103.6667,0,0,POST /is-ready HTTP/1.1,WORMS
171.84.4.11-10.42.0.151-80-48940-6,SinkHoleMessage,1.31E+17,115.164.184.127,55730,AS4818,204.95.99.109,84,Unknown,MY,,,2.5,112.5,0,0,i8jsHvAVAHCxGUOqcBFE0VO/2EkGaz1u6h7bkN8NJq7rPpWaddSlLEhwLZQpzves68pOY1J6XjddXkPaTRFpuw==,WORMS
174.35.73.93-10.42.0.151-80-43960-6,SinkHoleMessage,1.31E+17,183.171.173.224,8770,AS10030,204.95.99.109,1177,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,FLz0IaZKg8+Q51KaJghjeF+ToTLTAyZnsqnlry7dSQktgoKto6tSJ9tAWdnu6uFZ0UeGlud/rwA40U/Qrw26aA==,WORMS
151.101.117.140-10.42.0.151-443-37986-6,SinkHoleMessage,1.31E+17,203.106.57.112,39362,AS24514,204.95.99.109,1888,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-50.18.174.184-38037-443-6,SinkHoleMessage,1.31E+17,175.142.142.129,51067,AS4788,204.95.99.142,86,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.138-10.42.0.211-443-57582-6,SinkHoleMessage,1.31E+17,1.9.96.46,9634,AS4788,204.95.99.109,88,Unknown,MY,13,Kuala Terengganu,5.3302,103.1408,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-106.39.169.66-32857-80-6,SinkHoleMessage,1.31E+17,60.49.93.76,54892,AS4788,204.95.99.31,288,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-65.55.223.45-60774-40001-17,SinkHoleMessage,1.31E+17,118.101.203.47,61493,AS4788,204.95.99.109,1888,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.0,WORMS
10.42.0.211-10.42.0.1-56637-53-17,SinkHoleMessage,1.31E+17,183.171.161.129,9601,AS10030,204.95.99.31,288,Unknown,MY,12,Ampang,3.15,101.7667,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.104-10.42.0.211-443-44643-6,SinkHoleMessage,1.31E+17,123.136.106.223,2571,AS38466,204.95.99.109,7777,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-40604-53-17,SinkHoleMessage,1.31E+17,103.1.71.98,54598,AS45960,204.95.99.109,333,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-52527-53-17,SinkHoleMessage,1.31E+17,1.9.98.15,1505,AS4788,204.95.99.109,81,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
192.229.173.173-10.42.0.151-80-36245-6,SinkHoleMessage,1.31E+17,118.101.196.184,4995,AS4788,204.95.99.86,1176,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
203.130.53.126-10.42.0.42-80-44213-6,SinkHoleMessage,1.31E+17,115.132.90.242,56957,AS4788,204.95.99.109,1998,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
198.11.136.24-10.42.0.211-443-33378-6,SinkHoleMessage,1.31E+17,203.106.149.219,1863,AS4788,204.95.99.31,288,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
182.22.31.252-10.42.0.151-443-50785-6,SinkHoleMessage,1.31E+17,115.134.13.67,54869,AS4788,204.95.99.109,95,Unknown,MY,5,Seremban,2.7297,101.9381,0,0,lv||UsbV_627142F5||ASUS/User||MY||WIN_8 X64||5||avast! Antivirus||,RECONNAISSANCE
172.217.11.4-10.42.0.42-443-45110-6,SinkHoleMessage,1.31E+17,210.186.55.235,6582,AS4788,204.95.99.109,1122,Unknown,MY,13,Kuala Terengganu,5.3302,103.1408,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-119.146.74.34-52901-80-6,SinkHoleMessage,1.31E+17,210.186.54.235,3011,AS4788,204.95.99.109,1998,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,WORMS
140.205.61.26-10.42.0.211-80-49401-6,SinkHoleMessage,1.31E+17,58.139.248.9,10212,AS23736,204.95.99.31,288,Unknown,MY,13,Kemaman,4.2333,103.45,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
198.11.188.78-10.42.0.211-443-43761-6,SinkHoleMessage,1.31E+17,120.139.142.31,63444,AS38322,204.95.99.109,1998,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-103.235.46.212-55439-443-6,SinkHoleMessage,1.31E+17,1.9.70.180,48617,AS4788,204.95.99.86,9091,Unknown,MY,5,Pantai,2.7867,101.9953,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-115.239.210.141-41072-80-6,SinkHoleMessage,1.31E+17,210.186.157.193,4195,AS4788,204.95.99.109,88,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-115.239.210.141-60994-80-6,SinkHoleMessage,1.31E+17,58.26.108.210,63218,AS4788,204.95.99.118,3360,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,A,WORMS
10.42.0.42-123.125.29.220-57821-80-6,SinkHoleMessage,1.31E+17,203.106.155.187,6676,AS4788,204.95.99.109,7777,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-52.71.229.141-53237-443-6,SinkHoleMessage,1.31E+17,124.13.250.128,56038,AS4788,204.95.99.109,88,Unknown,MY,9,Perai,5.3814,100.3897,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-123.125.29.220-35723-80-6,SinkHoleMessage,1.31E+17,175.136.21.23,55135,AS4788,204.95.99.109,333,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.10.142-10.42.0.151-80-41065-6,SinkHoleMessage,1.31E+17,122.129.126.98,30885,AS24514,204.95.99.86,991,Unknown,MY,2,Sungai Petani,5.647,100.4877,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
209.10.120.26-10.42.0.211-80-46989-6,SinkHoleMessage,1.31E+17,119.40.118.18,9505,AS38868,204.95.99.31,1920,Unknown,MY,12,Selangor,3.35,101.25,0,0,POST /is-ready HTTP/1.0,RECONNAISSANCE
10.42.0.151-10.42.0.1-3219-53-17,SinkHoleMessage,1.31E+17,113.210.136.134,1521,AS9534,204.95.99.31,6915,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
202.77.129.150-10.42.0.211-443-44409-6,SinkHoleMessage,1.31E+17,14.1.198.182,60398,AS45960,204.95.99.26,82,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,33|,RECONNAISSANCE
10.42.0.151-121.12.98.62-34773-80-6,SinkHoleMessage,1.31E+17,210.186.132.242,54732,AS4788,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1512,101.7091,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
